pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,fielder_2,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,pitcher.1,fielder_2.1,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length
FS,2020-08-02,86.2,-2.45,5.91,"Ohtani, Shohei",488726,660271,,ball,,,,,14,Michael Brantley walks.,R,L,R,LAA,HOU,B,,,1,1,2020,-0.3,-0.18,0.83,0.45,,,,0,2,Top,,,,,545358,,,8.434587406372867,-125.1410394471622,-6.403756112772114,-4.786108456045184,24.71254907220507,-32.955274818225185,3.43,1.69,,,,86.8,1244.0,6.7,631393,660271,545358,642136,650859,543685,664058,457708,571718,621493,53.77,,,,,,,,9,3,Split-Finger,0,0,0,0,0,0,0,0,Infield shift,Standard,227.0,0.0,0.051,,
FF,2020-08-02,96.0,-2.49,5.92,"Ohtani, Shohei",488726,660271,,called_strike,,,,,5,Michael Brantley walks.,R,L,R,LAA,HOU,S,,,1,0,2020,-0.51,0.96,0.06,2.23,,,,0,2,Top,,,,,545358,,,7.941615516877978,-139.55923598877249,-6.397383940755329,-8.31291035517525,29.560918751681704,-18.332847527074115,3.37,1.59,,,,96.7,2061.0,6.6,631393,660271,545358,642136,650859,543685,664058,457708,571718,621493,53.89,,,,,,,,9,2,4-Seam Fastball,0,0,0,0,0,0,0,0,Infield shift,Standard,218.0,0.0,-0.05,,
FF,2020-08-02,95.1,-2.43,5.93,"Ohtani, Shohei",488726,660271,,ball,,,,,13,Michael Brantley walks.,R,L,R,LAA,HOU,B,,,0,0,2020,-0.66,1.03,-0.93,1.6,,,,0,2,Top,,,,,545358,,,5.4384325455037485,-138.34012652285776,-8.079421196994426,-9.579084695321976,27.661924755404176,-17.430556441193122,3.45,1.71,,,,96.1,3002.0,6.6,631393,660271,545358,642136,650859,543685,664058,457708,571718,621493,53.87,,,,,,,,9,1,4-Seam Fastball,0,0,0,0,0,0,0,0,Infield shift,Standard,282.0,0.0,0.041,,
FF,2020-08-02,95.1,-2.47,5.92,"Ohtani, Shohei",608324,660271,field_out,hit_into_play,,,,,8,Alex Bregman flies out to right fielder Taylor Ward.,R,R,R,LAA,HOU,X,9.0,fly_ball,0,0,2020,0.06,1.21,0.1,1.96,,,,2,1,Top,187.79,69.9,,,545358,,,6.633161926430145,-138.27641474220496,-7.51054720723287,-0.6349011174287476,29.044064509921228,-15.1718103009105,3.37,1.53,337.0,95.5,29.0,96.0,2253.0,6.7,631393,660271,545358,642136,650859,543685,664058,457708,571718,621493,53.8,0.213,0.325,0.0,1.0,0.0,0.0,5.0,3,1,4-Seam Fastball,0,0,0,0,0,0,0,0,Infield shift,Standard,219.0,0.01,-0.112,,
FS,2020-08-02,86.0,-2.48,6.0,"Ohtani, Shohei",514888,660271,field_out,hit_into_play,,,,,13,Jose Altuve bunt pops out to catcher Max Stassi in foul territory.,R,R,R,LAA,HOU,X,2.0,popup,1,1,2020,-0.23,0.46,-1.27,2.11,,,,1,1,Top,128.88,207.31,,,545358,,,3.3655323480128363,-125.1253272365186,-3.815893511048977,-3.153475731549525,30.274007555774997,-26.721901592521174,3.1,1.45,12.0,28.4,83.0,85.8,1558.0,6.6,631393,660271,545358,642136,650859,543685,664058,457708,571718,621493,53.89,0.04,0.037,0.0,1.0,0.0,0.0,1.0,2,3,Split-Finger,0,0,0,0,0,0,0,0,Standard,Standard,244.0,0.015,0.005,,
FF,2020-08-02,95.3,-2.53,5.87,"Ohtani, Shohei",514888,660271,,called_strike,,,,,12,Jose Altuve bunt pops out to catcher Max Stassi in foul territory.,R,R,R,LAA,HOU,S,,,1,0,2020,0.12,0.98,0.95,2.73,,,,1,1,Top,,,,,545358,,,8.931318050538357,-138.51060020324428,-4.8444665401232125,-0.4574834388153967,30.77857320510626,-18.637781752689488,2.94,1.38,,,,95.8,2277.0,6.7,631393,660271,545358,642136,650859,543685,664058,457708,571718,621493,53.85,,,,,,,,2,2,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,212.0,0.0,-0.033,,
CU,2020-08-02,73.1,-2.28,6.11,"Ohtani, Shohei",514888,660271,,ball,,,,,14,Jose Altuve bunt pops out to catcher Max Stassi in foul territory.,R,R,R,LAA,HOU,B,,,0,0,2020,1.12,-1.2,1.0,1.2,,,,1,1,Top,,,,,545358,,,4.674983802755237,-106.23843057809,-0.3134643666777399,7.383720409504332,21.55688401302739,-41.327894586993885,2.82,1.32,,,,72.6,2351.0,6.4,631393,660271,545358,642136,650859,543685,664058,457708,571718,621493,54.08,,,,,,,,2,1,Curveball,0,0,0,0,0,0,0,0,Standard,Standard,31.0,0.0,0.027,,
FS,2020-08-02,87.9,-2.39,6.02,"Ohtani, Shohei",543807,660271,strikeout,swinging_strike_blocked,,,,,14,George Springer strikes out swinging.,R,R,R,LAA,HOU,S,2.0,,1,2,2020,-0.53,0.26,0.4,0.87,,,,0,1,Top,,,,,545358,,,7.922785580962348,-127.7101219632252,-6.9490238143126,-7.463578918944354,25.866099327368648,-28.09151286140952,3.49,1.6,,,,88.6,1283.0,6.8,631393,660271,545358,642136,650859,543685,664058,457708,571718,621493,53.75,,0.0,0.0,1.0,0.0,0.0,,1,4,Split-Finger,0,0,0,0,0,0,0,0,Standard,Standard,256.0,0.022,-0.181,,
FF,2020-08-02,95.8,-2.44,5.84,"Ohtani, Shohei",543807,660271,,foul_tip,,,,,5,George Springer strikes out swinging.,R,R,R,LAA,HOU,S,,,1,1,2020,-0.03,1.3,-0.09,2.73,,,,0,1,Top,,,,,545358,,,6.336628306459101,-139.35115983412484,-5.63486662197361,-1.7897903048657848,29.6757674053622,-14.078221376247573,3.49,1.6,,,,96.7,2244.0,6.7,631393,660271,545358,642136,650859,543685,664058,457708,571718,621493,53.79,,,,,,,,1,3,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,187.0,0.0,-0.06,,
ST,2020-08-02,79.1,-2.64,5.85,"Ohtani, Shohei",543807,660271,,ball,,,,,11,George Springer strikes out swinging.,R,R,R,LAA,HOU,B,,,0,1,2020,1.31,0.18,-1.77,2.63,,,,0,1,Top,,,,,545358,,,-0.5452087693029688,-115.17434781409337,-0.5522554566870703,11.6998840376144,22.168549497817462,-30.72756320907133,3.48,1.65,,,,79.5,2351.0,6.6,631393,660271,545358,642136,650859,543685,664058,457708,571718,621493,53.87,,,,,,,,1,2,Sweeper,0,0,0,0,0,0,0,0,Standard,Standard,64.0,0.0,0.032,,
FF,2020-08-02,94.9,-2.3,5.95,"Ohtani, Shohei",543807,660271,,called_strike,,,,,5,George Springer strikes out swinging.,R,R,R,LAA,HOU,S,,,0,0,2020,-0.13,1.29,-0.12,2.94,,,,0,1,Top,,,,,545358,,,6.058325246540953,-138.09789782610912,-5.165677325515695,-3.0227652923536863,30.128480823164253,-14.69127182045168,3.58,1.67,,,,95.7,2148.0,6.7,631393,660271,545358,642136,650859,543685,664058,457708,571718,621493,53.8,,,,,,,,1,1,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,208.0,0.0,-0.042,,
FS,2020-07-26,82.6,-1.21,5.94,"Ohtani, Shohei",543257,660271,single,hit_into_play,,,,,13,Robbie Grossman singles on a ground ball to right fielder Brian Goodwin.   Matt Olson scores.    Mark Canha to 3rd.,R,L,R,OAK,LAA,X,9.0,ground_ball,0,1,2020,-0.16,-0.07,-0.47,1.07,,621566.0,592192.0,0,1,Bot,158.48,143.6,,,488771,,,2.0417179610257734,-120.2382610886012,-4.477399206803813,-1.99643189682432,24.19820488417909,-32.13360796289825,3.21,1.57,9.0,93.7,-8.0,83.3,1484.0,6.8,631165,660271,488771,665120,600303,664058,592743,457708,545361,571718,53.7,0.16,0.167,0.9,1.0,1.0,0.0,2.0,11,2,Split-Finger,3,0,3,0,0,4,4,0,Standard,Standard,225.0,0.06,1.041,,
CU,2020-07-26,70.9,-1.11,6.06,"Ohtani, Shohei",543257,660271,,called_strike,,,,,6,Robbie Grossman singles on a ground ball to right fielder Brian Goodwin.   Matt Olson scores.    Mark Canha to 3rd.,R,L,R,OAK,LAA,S,,,0,0,2020,1.25,-0.66,0.51,1.97,,621566.0,592192.0,0,1,Bot,,,,,488771,,,1.0764441942499656,-103.19554694394031,0.7359117643704498,8.725289547230759,18.051737180326235,-37.20112795055793,3.04,1.38,,,,71.4,2235.0,6.7,631165,660271,488771,665120,600303,664058,592743,457708,545361,571718,53.76,,,,,,,,11,1,Curveball,3,0,3,0,0,3,3,0,Standard,Standard,49.0,0.0,-0.09,,
FF,2020-07-26,90.7,-1.29,5.79,"Ohtani, Shohei",592192,660271,single,hit_into_play,,,,,14,Mark Canha singles on a sharp ground ball to right fielder Brian Goodwin.   Ramon Laureano scores.    Matt Chapman scores.    Matt Olson to 2nd.,R,R,R,OAK,LAA,X,9.0,ground_ball,3,2,2020,-0.01,1.36,0.88,1.88,657656.0,656305.0,621566.0,0,1,Bot,160.06,102.11,,,488771,,,5.499750046253451,-131.88371473276982,-6.83032332186018,-1.2285618079051646,26.32239830015895,-15.095192739037213,3.47,1.59,133.0,102.0,7.0,91.9,2217.0,6.9,631165,660271,488771,665120,600303,664058,592743,457708,545361,571718,53.58,0.7,0.688,0.9,1.0,1.0,0.0,4.0,10,9,4-Seam Fastball,1,0,1,0,0,3,3,0,Standard,Standard,207.0,0.074,0.812,,
ST,2020-07-26,78.4,-1.5,5.78,"Ohtani, Shohei",592192,660271,,ball,,,,,13,Mark Canha singles on a sharp ground ball to right fielder Brian Goodwin.   Ramon Laureano scores.    Matt Chapman scores.    Matt Olson to 2nd.,R,R,R,OAK,LAA,B,,,2,2,2020,0.71,0.65,-0.38,1.02,657656.0,656305.0,621566.0,0,1,Bot,,,,,488771,,,1.1175278557858772,-114.13422721463547,-4.735681880729507,6.035166577521806,19.736448171367847,-25.821291010472734,3.29,1.54,,,,79.3,2201.0,6.8,631165,660271,488771,665120,600303,664058,592743,457708,545361,571718,53.72,,,,,,,,10,8,Sweeper,1,0,1,0,0,1,1,0,Standard,Standard,77.0,0.0,0.32,,
ST,2020-07-26,80.6,-1.63,5.72,"Ohtani, Shohei",592192,660271,,foul,,,,,14,Mark Canha singles on a sharp ground ball to right fielder Brian Goodwin.   Ramon Laureano scores.    Matt Chapman scores.    Matt Olson to 2nd.,R,R,R,OAK,LAA,S,,,2,2,2020,0.75,0.44,0.84,0.8,657656.0,656305.0,621566.0,0,1,Bot,,,,,488771,,,4.090603368381859,-117.23374491955104,-5.150896989616244,6.151104865439552,22.32868669330781,-27.35362417850278,3.47,1.59,,,,81.4,2278.0,6.8,631165,660271,488771,665120,600303,664058,592743,457708,545361,571718,53.65,,,,,,,,10,7,Sweeper,1,0,1,0,0,1,1,0,Standard,Standard,66.0,0.0,0.0,,
FF,2020-07-26,92.6,-1.25,5.83,"Ohtani, Shohei",592192,660271,,foul,,,,,14,Mark Canha singles on a sharp ground ball to right fielder Brian Goodwin.   Ramon Laureano scores.    Matt Chapman scores.    Matt Olson to 2nd.,R,R,R,OAK,LAA,S,,,2,2,2020,-0.37,1.29,0.86,2.12,657656.0,656305.0,621566.0,0,1,Bot,,,,,488771,,,6.267825414431173,-134.76296000035438,-6.610145115868617,-5.783554464796161,26.37260834472556,-15.15992673362833,3.47,1.59,230.0,87.6,57.0,94.0,2265.0,6.9,631165,660271,488771,665120,600303,664058,592743,457708,545361,571718,53.61,,,,,,,,10,6,4-Seam Fastball,1,0,1,0,0,1,1,0,Standard,Standard,211.0,0.0,0.0,,
ST,2020-07-26,79.3,-1.64,5.72,"Ohtani, Shohei",592192,660271,,ball,,,,,8,Mark Canha singles on a sharp ground ball to right fielder Brian Goodwin.   Ramon Laureano scores.    Matt Chapman scores.    Matt Olson to 2nd.,R,R,R,OAK,LAA,B,,,1,2,2020,1.3,0.6,0.03,1.45,657656.0,656305.0,621566.0,0,1,Bot,,,,,488771,,,1.2263233400407008,-115.56603119366171,-3.793520182299601,11.504258768777785,19.760759085065345,-26.314761901643248,3.3,1.51,,,,80.3,2281.0,6.7,631165,660271,488771,665120,600303,664058,592743,457708,545361,571718,53.81,,,,,,,,10,5,Sweeper,1,0,1,0,0,1,1,0,Standard,Standard,74.0,0.0,0.173,,
FS,2020-07-26,84.3,-1.25,5.99,"Ohtani, Shohei",592192,660271,,foul,,,,,13,Mark Canha singles on a sharp ground ball to right fielder Brian Goodwin.   Ramon Laureano scores.    Matt Chapman scores.    Matt Olson to 2nd.,R,R,R,OAK,LAA,S,,,1,2,2020,-0.29,0.35,-0.26,1.44,657656.0,656305.0,621566.0,0,1,Bot,,,,,488771,,,2.9224428319753475,-122.798242461642,-5.012588393822936,-3.4726537148003267,21.768094839166263,-27.92330609117686,3.47,1.59,5.0,67.0,-19.0,85.6,1284.0,6.8,631165,660271,488771,665120,600303,664058,592743,457708,545361,571718,53.66,,,,,,,,10,4,Split-Finger,1,0,1,0,0,1,1,0,Standard,Standard,218.0,0.0,0.0,,
ST,2020-07-26,79.5,-1.64,5.66,"Ohtani, Shohei",592192,660271,,foul,,,,,8,Mark Canha singles on a sharp ground ball to right fielder Brian Goodwin.   Ramon Laureano scores.    Matt Chapman scores.    Matt Olson to 2nd.,R,R,R,OAK,LAA,S,,,1,1,2020,0.99,0.57,-0.21,1.74,657656.0,656305.0,621566.0,0,1,Bot,,,,,488771,,,1.2878135313773575,-115.8046336043174,-2.950645849379332,8.71190741121881,21.166891205190247,-26.70293067761069,3.47,1.59,108.0,45.9,49.0,80.5,2093.0,6.9,631165,660271,488771,665120,600303,664058,592743,457708,545361,571718,53.62,,,,,,,,10,3,Sweeper,1,0,1,0,0,1,1,0,Infield shift,Standard,82.0,0.0,-0.245,,
ST,2020-07-26,81.1,-1.56,5.71,"Ohtani, Shohei",592192,660271,,called_strike,,,,,9,Mark Canha singles on a sharp ground ball to right fielder Brian Goodwin.   Ramon Laureano scores.    Matt Chapman scores.    Matt Olson to 2nd.,R,R,R,OAK,LAA,S,,,1,0,2020,1.07,0.63,0.6,1.69,657656.0,656305.0,621566.0,0,1,Bot,,,,,488771,,,2.81396952796304,-118.15158980091458,-3.6080170679785377,9.485409615696923,22.47289579184402,-25.818437018122705,3.3,1.5,,,,82.0,2098.0,6.9,631165,660271,488771,665120,600303,664058,592743,457708,545361,571718,53.65,,,,,,,,10,2,Sweeper,1,0,1,0,0,1,1,0,Infield shift,Standard,86.0,0.0,-0.147,,
FF,2020-07-26,94.0,-1.41,5.81,"Ohtani, Shohei",592192,660271,,ball,,,,,14,Mark Canha singles on a sharp ground ball to right fielder Brian Goodwin.   Ramon Laureano scores.    Matt Chapman scores.    Matt Olson to 2nd.,R,R,R,OAK,LAA,B,,,0,0,2020,-0.31,1.28,1.04,0.93,657656.0,656305.0,621566.0,0,1,Bot,,,,,488771,,,7.127932758630035,-136.35047183909774,-9.827725517614626,-5.511239099500624,31.29159297655433,-14.115755116424609,3.33,1.51,,,,94.9,2094.0,7.1,631165,660271,488771,665120,600303,664058,592743,457708,545361,571718,53.44,,,,,,,,10,1,4-Seam Fastball,1,0,1,0,0,1,1,0,Infield shift,Standard,212.0,0.0,0.099,,
FF,2020-07-26,94.3,-1.41,5.79,"Ohtani, Shohei",621566,660271,walk,ball,,,,,11,Matt Olson walks.   Marcus Semien scores.    Ramon Laureano to 3rd.    Matt Chapman to 2nd.,R,L,R,OAK,LAA,B,,,3,1,2020,-0.33,1.26,-0.84,2.79,543760.0,657656.0,656305.0,0,1,Bot,,,,,488771,,,2.235452491161016,-137.40883033893678,-4.9846450642569975,-4.690765162557058,29.14454249318231,-15.335039322980617,3.3,1.61,,,,95.5,2084.0,6.8,631165,660271,488771,665120,600303,664058,592743,457708,545361,571718,53.69,,0.698811,0.7,1.0,0.0,0.0,,9,5,4-Seam Fastball,0,0,0,0,0,1,1,0,Infield shift,Standard,209.0,0.077,0.526,,
FF,2020-07-26,94.2,-1.56,5.77,"Ohtani, Shohei",621566,660271,,ball,,,,,12,Matt Olson walks.   Marcus Semien scores.    Ramon Laureano to 3rd.    Matt Chapman to 2nd.,R,L,R,OAK,LAA,B,,,2,1,2020,0.14,1.1,1.4,2.56,543760.0,657656.0,656305.0,0,1,Bot,,,,,488771,,,7.443072821663418,-136.98798824773385,-5.118862159951609,0.0854143086702007,31.34843842124896,-17.355905124551025,3.29,1.64,,,,95.2,2206.0,7.0,631165,660271,488771,665120,600303,664058,592743,457708,545361,571718,53.52,,,,,,,,9,4,4-Seam Fastball,0,0,0,0,0,0,0,0,Infield shift,Standard,204.0,0.0,0.298,,
FF,2020-07-26,94.4,-1.45,5.81,"Ohtani, Shohei",621566,660271,,called_strike,,,,,6,Matt Olson walks.   Marcus Semien scores.    Ramon Laureano to 3rd.    Matt Chapman to 2nd.,R,L,R,OAK,LAA,S,,,2,0,2020,-0.13,1.2,0.39,2.08,543760.0,657656.0,656305.0,0,1,Bot,,,,,488771,,,5.149695201163666,-137.41645247990542,-6.826741578522547,-2.6515207594205266,27.138005073356847,-15.65586770605105,3.23,1.49,,,,96.2,2142.0,7.0,631165,660271,488771,665120,600303,664058,592743,457708,545361,571718,53.47,,,,,,,,9,3,4-Seam Fastball,0,0,0,0,0,0,0,0,Infield shift,Standard,206.0,0.0,-0.236,,
FF,2020-07-26,94.7,-1.65,5.79,"Ohtani, Shohei",621566,660271,,ball,,,,,11,Matt Olson walks.   Marcus Semien scores.    Ramon Laureano to 3rd.    Matt Chapman to 2nd.,R,L,R,OAK,LAA,B,,,1,0,2020,-0.25,1.22,-1.23,3.35,543760.0,657656.0,656305.0,0,1,Bot,,,,,488771,,,1.6768179517534023,-138.04982077446692,-3.5119801785393263,-3.574783262282179,28.992585656473945,-15.912219588287163,3.36,1.56,,,,96.3,2213.0,7.0,631165,660271,488771,665120,600303,664058,592743,457708,545361,571718,53.54,,,,,,,,9,2,4-Seam Fastball,0,0,0,0,0,0,0,0,Infield shift,Standard,214.0,0.0,0.316,,
CU,2020-07-26,71.5,-1.13,6.12,"Ohtani, Shohei",621566,660271,,ball,,,,,14,Matt Olson walks.   Marcus Semien scores.    Ramon Laureano to 3rd.    Matt Chapman to 2nd.,R,L,R,OAK,LAA,B,,,0,0,2020,0.87,-1.1,1.31,1.14,543760.0,657656.0,656305.0,0,1,Bot,,,,,488771,,,3.337956252988508,-104.0244216287656,-0.3258462911424407,5.608291581726993,20.09902742664768,-40.22423121736141,3.18,1.44,,,,71.4,2250.0,6.6,631165,660271,488771,665120,600303,664058,592743,457708,545361,571718,53.91,,,,,,,,9,1,Curveball,0,0,0,0,0,0,0,0,Infield shift,Standard,35.0,0.0,0.099,,
FF,2020-07-26,91.9,-1.49,5.8,"Ohtani, Shohei",656305,660271,walk,ball,,,,,11,Matt Chapman walks.   Marcus Semien to 3rd.    Ramon Laureano to 2nd.,R,R,R,OAK,LAA,B,,,3,1,2020,-0.18,1.24,-0.85,3.43,,543760.0,657656.0,0,1,Bot,,,,,488771,,,2.052802439518324,-133.9571402460415,-2.906514629422496,-2.622392735802773,27.99404976962927,-16.81915380038419,3.39,1.64,,,,93.5,2155.0,7.1,631165,660271,488771,665120,600303,664058,592743,457708,545361,571718,53.43,,0.698811,0.7,1.0,0.0,0.0,,8,5,4-Seam Fastball,0,0,0,0,0,0,0,0,Infield shift,Standard,206.0,0.073,0.504,,
FF,2020-07-26,91.9,-1.35,5.92,"Ohtani, Shohei",656305,660271,,ball,,,,,14,Matt Chapman walks.   Marcus Semien to 3rd.    Ramon Laureano to 2nd.,R,R,R,OAK,LAA,B,,,2,1,2020,-0.22,1.47,1.29,1.87,,543760.0,657656.0,0,1,Bot,,,,,488771,,,7.222347527091515,-133.45107824024447,-7.656312248424587,-4.150020574969856,28.76695463699612,-13.094862282436102,3.41,1.62,,,,92.7,2110.0,6.9,631165,660271,488771,665120,600303,664058,592743,457708,545361,571718,53.64,,,,,,,,8,4,4-Seam Fastball,0,0,0,0,0,0,0,0,Infield shift,Standard,203.0,0.0,0.275,,
ST,2020-07-26,80.3,-1.38,5.82,"Ohtani, Shohei",656305,660271,,ball,,,,,14,Matt Chapman walks.   Marcus Semien to 3rd.    Ramon Laureano to 2nd.,R,R,R,OAK,LAA,B,,,1,1,2020,1.1,0.67,1.09,0.95,,543760.0,657656.0,0,1,Bot,,,,,488771,,,3.425327084322958,-116.8033517825627,-5.350047729191393,9.282829255769697,24.223324197351968,-25.20019019203717,3.36,1.66,,,,81.0,2120.0,7.0,631165,660271,488771,665120,600303,664058,592743,457708,545361,571718,53.45,,,,,,,,8,3,Sweeper,0,0,0,0,0,0,0,0,Standard,Standard,74.0,0.0,0.155,,
FF,2020-07-26,91.9,-1.37,5.8,"Ohtani, Shohei",656305,660271,,foul,,,,,4,Matt Chapman walks.   Marcus Semien to 3rd.    Ramon Laureano to 2nd.,R,R,R,OAK,LAA,S,,,1,0,2020,-0.47,1.25,-0.81,2.74,,543760.0,657656.0,0,1,Bot,,,,,488771,,,2.4697688959822583,-133.77999262057304,-4.684630614135692,-6.12467959017222,28.600173667209837,-16.303443757046136,3.37,1.53,122.0,70.3,74.0,93.0,1994.0,6.9,631165,660271,488771,665120,600303,664058,592743,457708,545361,571718,53.59,,,,,,,,8,2,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,201.0,0.0,-0.137,,
FF,2020-07-26,93.3,-1.32,5.89,"Ohtani, Shohei",656305,660271,,ball,,,,,12,Matt Chapman walks.   Marcus Semien to 3rd.    Ramon Laureano to 2nd.,R,R,R,OAK,LAA,B,,,0,0,2020,-0.11,1.03,0.94,2.81,,543760.0,657656.0,0,1,Bot,,,,,488771,,,6.112057144597091,-135.81540056180302,-4.484727135918864,-2.627659171353249,28.991396852245604,-18.65128721469192,3.4,1.66,,,,94.5,2080.0,6.9,631165,660271,488771,665120,600303,664058,592743,457708,545361,571718,53.62,,,,,,,,8,1,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,204.0,0.0,0.094,,
FF,2020-07-26,93.2,-1.27,5.83,"Ohtani, Shohei",657656,660271,walk,ball,,,,,14,Ramon Laureano walks.   Marcus Semien to 2nd.,R,R,R,OAK,LAA,B,,,3,2,2020,-0.31,1.15,0.88,1.17,,,543760.0,0,1,Bot,,,,,488771,,,6.273251688053277,-135.48195231169885,-8.891903394869056,-4.99372217473332,25.42824506228064,-16.333858734560835,3.08,1.46,,,,94.7,1922.0,6.9,631165,660271,488771,665120,600303,664058,592743,457708,545361,571718,53.57,,0.698811,0.7,1.0,0.0,0.0,,7,7,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,213.0,0.051,0.493,,
ST,2020-07-26,79.7,-1.52,5.79,"Ohtani, Shohei",657656,660271,,foul,,,,,5,Ramon Laureano walks.   Marcus Semien to 2nd.,R,R,R,OAK,LAA,S,,,3,2,2020,1.05,0.94,-0.21,2.16,,,543760.0,0,1,Bot,,,,,488771,,,0.9094784155540998,-116.03029014715749,-3.016537620113151,9.257020426944372,22.35932057092232,-23.3650464936515,3.21,1.49,,,,80.3,2288.0,6.7,631165,660271,488771,665120,600303,664058,592743,457708,545361,571718,53.76,,,,,,,,7,6,Sweeper,0,0,0,0,0,0,0,0,Standard,Standard,78.0,0.0,0.0,,
ST,2020-07-26,78.7,-1.65,5.81,"Ohtani, Shohei",657656,660271,,ball,,,,,11,Ramon Laureano walks.   Marcus Semien to 2nd.,R,R,R,OAK,LAA,B,,,2,2,2020,1.06,0.96,-1.58,3.12,,,543760.0,0,1,Bot,,,,,488771,,,-1.824538237659444,-114.66955293033948,-0.8397707186392079,9.72088993418438,20.57718459437898,-23.713822023264303,3.09,1.46,,,,79.5,2319.0,6.7,631165,660271,488771,665120,600303,664058,592743,457708,545361,571718,53.79,,,,,,,,7,5,Sweeper,0,0,0,0,0,0,0,0,Standard,Standard,75.0,0.0,0.161,,
FF,2020-07-26,92.0,-1.39,5.86,"Ohtani, Shohei",657656,660271,,foul,,,,,1,Ramon Laureano walks.   Marcus Semien to 2nd.,R,R,R,OAK,LAA,S,,,2,1,2020,-0.6,1.48,-0.46,3.06,,,543760.0,0,1,Bot,,,,,488771,,,3.709528397757218,-133.92404142523867,-4.52663646526925,-8.015189367598683,28.51750324732965,-13.635769010773062,3.21,1.49,13.0,83.2,-13.0,92.9,2065.0,6.8,631165,660271,488771,665120,600303,664058,592743,457708,545361,571718,53.73,,,,,,,,7,4,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,211.0,0.0,-0.094,,
ST,2020-07-26,77.4,-1.49,5.96,"Ohtani, Shohei",657656,660271,,called_strike,,,,,11,Ramon Laureano walks.   Marcus Semien to 2nd.,R,R,R,OAK,LAA,S,,,2,0,2020,1.18,0.58,-0.86,2.98,,,543760.0,0,1,Bot,,,,,488771,,,-0.8094198054172197,-112.69681899275206,-0.4772495074508543,10.17742137131848,20.66598196943472,-27.347618916533868,3.1,1.49,,,,77.8,2109.0,6.5,631165,660271,488771,665120,600303,664058,592743,457708,545361,571718,53.96,,,,,,,,7,3,Sweeper,0,0,0,0,0,0,0,0,Standard,Standard,83.0,0.0,-0.097,,
ST,2020-07-26,75.5,-1.45,5.91,"Ohtani, Shohei",657656,660271,,ball,,,,,11,Ramon Laureano walks.   Marcus Semien to 2nd.,R,R,R,OAK,LAA,B,,,1,0,2020,1.18,0.35,-1.17,3.33,,,543760.0,0,1,Bot,,,,,488771,,,-1.5314227090314694,-109.8838500569408,1.2275489039895815,9.813444778104762,21.71600148250548,-29.85778987816027,3.15,1.39,,,,75.7,2106.0,6.7,631165,660271,488771,665120,600303,664058,592743,457708,545361,571718,53.8,,,,,,,,7,2,Sweeper,0,0,0,0,0,0,0,0,Standard,Standard,77.0,0.0,0.104,,
FF,2020-07-26,91.0,-1.34,6.05,"Ohtani, Shohei",657656,660271,,ball,,,,,11,Ramon Laureano walks.   Marcus Semien to 2nd.,R,R,R,OAK,LAA,B,,,0,0,2020,-0.59,1.37,-0.85,3.85,,,543760.0,0,1,Bot,,,,,488771,,,2.5288107260269905,-132.5886688969985,-2.5811043677258,-7.470109705467712,28.681204311821475,-15.738275784343868,3.11,1.49,,,,91.8,2038.0,6.7,631165,660271,488771,665120,600303,664058,592743,457708,545361,571718,53.77,,,,,,,,7,1,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,202.0,0.0,0.038,,
